address,zip code,INCENTIVE AMOUNT,grant,company
5427 W 63RD PL,60638,"150,000",150000,CKP SERVICE-INC
3422 N LINCOLN AVE 1ST,60657,"15,927",15927,LOBA PASTRY & COFFEE LLC
5617 W 63RD ST,60638,"12,187.50",12187.5,ASM AUTO SUPPLY CO INC
7067-7069 N CLARK ST 1ST,60626,"150,000",150000,LA AZTECA PRODUCE CORPORATION
5812 W IRVING PARK RD 1ST,60634,"91,875",91875,"FADE BY TOM, INC."
4100 S ASHLAND AVE  141-29,60609,"47,960.25",47960.25,EUSTOLIA R PIO
4044 S HALSTED ST,60609,"100,000",100000,GREAT WESTERN BEEF CO
4152 W ARMITAGE AVE GROUNDLEVEL,60639,"150,000",150000,EFRAIN ARROYO
215 W ROOT ST,60609,"29,656.50",29656.5,DANIELSON FOOD PROD INC
3117 N NATOMA AVE,60634,"52,455",52455,"CATHERINE A. MILLER, LLC"
7001 W 60TH ST,60638,"150,000",150000,NORWOOD PAPER INC.
3701 S ASHLAND AVE 1 & 2 & 3 1,60609,"46,497.44",46497.44,AMIBERICA INC.
5544 W 55TH ST,60638,"150,000",150000,"J. O. FITZ, INC."
1882 S NORMAL AVE,60616,"20,061",20061,C & R EQUIPMENT SERVICE INC
5335 S WESTERN BLVD,60609,"5,733.75",5733.75,ERNESTAS KAVOLIUNAS
1517 W ARDMORE AVE 2ND,60660,"150,000",150000,Citta Partnership LLC
4242 S WENTWORTH AVE 1ST,60609,"98,931.08",98931.08,LAXMI 43RD INC.
1949-1957 W 51ST ST,60609,"100,000",100000,"51ST & DAMEN, INC."
824 W 38TH PL,60609,"100,000",100000,LINCOLN PROVISION INC
6316-6318 W 65TH ST 1ST,60638,"50,000",50000,LAST CALL LOUNGE INC
6953 W ARCHER AVE 1,60638,"110,410.91",110410.91,"SECG, INC."
11601 W TOUHY AVE CONCOURSE F T 2,60666,"34,656.91",34656.91,"EFIE'S CANTEEN, INC."
200 E CHESTNUT ST 5 508,60611,"100,000",100000,"CREATE & CAPTURE STUDIOS, LLC"
233 E ERIE ST 4 418,60611,"31,818.75",31818.75,MARTIZA SIMON
8548 S COMMERCIAL AVE,60617,"78,913.34",78913.34,LOS TACOS & DESSERTS LLC
5649 W 63RD PL 2,60638,"250,000",250000,KARRIE ANN MCEVOY
1630 W WARREN BLVD 2 2,60612,"97,644.23",97644.23,BEN TRAPANI
406 N ABERDEEN ST 4TH,60642,"17,391",17391,"BECKER LOGISTICS, LLC"
4100 S ASHLAND AVE  406-07 473,60609,"18,920.21",18920.21,ISIDRO RODRIGUEZ
4500 N BROADWAY  1ST FLOOR 1,60640,"150,000",150000,ALDI INC.
1 N LA SALLE ST 16 1650,60602,"33,275.50",33275.5,"METRIXLAB US, INC."
1965 W PERSHING RD  C,60609,"10,333.13",10333.13,MONINGER FOUNDRY SUPPLIES
5821 S CENTRAL AVE  ALL,60638,"150,000",150000,SIGNATURE FLIGHT SUPPORT LLC
500 W MADISON ST 1,60661,"70,870",70870,MADISON RESTAURANT LLC
11601 W TOUHY AVE T3-L,60666,"103,567.58",103567.58,"AMERICAN AIRLINES, INC."
5401 S WENTWORTH AVE 1ST,60609,"20,737.50",20737.5,"EXPRESS FURNITURE OUTLET, INC."
1300 W 35TH ST 2,60609,"44,686.11",44686.11,Window Place Corp
3181 N MILWAUKEE AVE,60618,"86,348.12",86348.12,BELMONT MILL INC.
2612 W BARRY AVE GROUNDLEVEL,60618,"100,000",100000,"AMERICAN VINTAGE RECLAMATION, LLC"
3401 W IRVING PARK RD 1,60618,"37,754.09",37754.09,TASTY SHAH 1 INC.
4030 W WRIGHTWOOD AVE  BLDG,60639,"12,705",12705,ALDI INC.
5640 W FULLERTON AVE,60639,"5,397.49",5397.49,"RJ LIQUORS, INC."
4533-4535 N LINCOLN AVE 1,60625,"150,000",150000,CFW 4535 LLC
6402 N CALIFORNIA AVE,60645,"1,000",1000,YOUNAN YOUNAN
2525 S BLUE ISLAND AVE 1ST 106,60608,"145,435.67",145435.67,ERNESTO HERNANDEZ MURO
4100 S ASHLAND AVE,60609,"50,000",50000,NOEMI PARODA
6507 W ARCHER AVE 1ST,60638,"11,017.88",11017.88,SYMPHONY INC
4037 W LAWRENCE AVE,60630,"100,000",100000,CORNER SHOP 1 INC.
6700 S SOUTH SHORE DR 14TH 14 C,60649,"32,314.50",32314.5,FORTUNE HAIR INC.
11601 W TOUHY AVE  ROTUNDA,60666,"52,485",52485,O'HARE VENTURES II LLC.
1236 W 18TH ST 1ST,60608,"149,999",149999,"INTERNATIONAL GRILL, LLC."
7030 W 60TH ST 1ST,60638,"97,835",97835,IMPERIAL PLATING COMPANY OF ILLINOIS
2340 W 52ND ST,60609,"17,950",17950,"WESTERN PHILLIPS 66, INC."
5849 S KEDZIE AVE 1,60629,"53,516.25",53516.25,"EL NUEVO TACONAZO, INC.,"
5220 S PULASKI RD 1ST 179-181,60632,"33,467.25",33467.25,MELCHOR CONTRERAS GONZALEZ
5903 S ARCHER AVE 1ST,60638,"50,000",50000,"SEXY NAILS, INC."
4201 S ASHLAND AVE,60609,"50,000",50000,"OSI INDUSTRIES, LLC"
1965 W PERSHING RD  2-3,60609,"91,719.23",91719.23,OFFICE FURNITURE RESOURCES INC
6072 S ARCHER AVE  GROUN,60638,"40,125",40125,THE MAYFIELD INC
18 S MICHIGAN AVE 12TH,60603,"100,000",100000,"KC EATS & TREATS, LLC"
329 W PERSHING RD,60609,"50,000",50000,JERNBERG INDUSTRIES INC.
11601 W TOUHY AVE TERMINAL 1 B97A,60666,"16,574.87",16574.87,BARBARA'S BOOKSTORE O'HARE JOINT VENTURE
"4100 S ASHLAND AVE  353, 354",60609,"49,500",49500,RAMON MORA
5552 S ARCHER AVE,60638,"50,000",50000,"ROCKET AUTO SALES, INC."
4806 S HALSTED ST 1ST,60609,"51,073",51073,"INDUSTRIAL MAINTENANCE, WELDING AND MACHINING COMPANY, INC."
5818 S NAGLE AVE,60638,"38,750",38750,CHAS HEATING & AIR CONDITIONING
1414 W DEVON AVE  1F,60660,"18,955",18955,MERYEN CITY DRIVING LESSONS INC.
752 W 78TH ST 1ST,60620,"13,850",13850,ROBERT WILLIAMS
6959 N RIDGE BLVD 3RD 3C,60645,"3,350",3350,AMB HEATING AND COOLING INC.
5353 W IRVING PARK RD 1ST,60641,"50,000",50000,5353 PORTAGE LLC
5772 S ARCHER AVE 1 & 2 MEZZANINE,60638,"64,243.75",64243.75,"WYTRWAL ENTERPRISES, INC."
5958 S OAK PARK AVE 1ST,60638,"10,879.50",10879.5,MELVIN KOZBIEL
6743 W BELMONT AVE,60634,"94,260",94260,RODRIGO SILVA
906 S CENTRAL PARK AVE 2 205,60624,"42,500",42500,VENAMEDIA LLC
127 N DEARBORN ST 1ST,60602,"1,800",1800,"L&X INVESTMENTS, LLC"
1900 S CLARK ST 1 102,60616,"62,212.50",62212.5,"A. ALVA ROSALES & ASSOC., LTD."
71-73 W CHICAGO AVE,60654,"4,197.03",4197.03,GOLD COAST MARKET INC
501 N KEDZIE AVE 1,60612,"100,000",100000,FRANKLIN SUPER FOODS & LIQUORS INC.
650 W LAKE ST  B-6,60661,"15,500",15500,"I-Clean, LLC"
1735-1737 E 71ST ST 1ST,60649,"39,453.70",39453.7,CHARLSITA BURTON
6615 S RHODES AVE 1ST,60637,"100,000",100000,RIAH INTERNATIONAL INC. NFP
5317 N PAULINA ST 2ND,60640,"100,000",100000,"FAST SCRAP SERVICES, LLC"
5756 W 63RD ST 1ST,60638,"19,353",19353,BALDEMAR CHAVEZ & JESUS NUNEZ
2736 N CLARK ST,60614,"72,300.80",72300.8,LUXOTTICA OF AMERICA INC.
5542 W 55TH ST 1ST,60638,"106,387.75",106387.75,MICHAEL EVANS
6217 W 63RD ST,60638,"14,142.45",14142.45,"VINCE'S PIZZA, INC"
5000 S HALSTED ST 1ST,60609,"4,266",4266,"MATCHLESS PARISIAN NOVELTY, INC."
1882 S NORMAL AVE 1ST,60616,"7,017.03",7017.03,XIANGQIAN CHEN
207 E OHIO ST  422,60611,"35,394",35394,"STUDIO KAST, INC."
4847 W CHICAGO AVE,60651,"100,000",100000,ELITE MONEY TAX SERVICE INC.
1014 W BELMONT AVE 2,60657,"77,147.50",77147.5,BRIDGET COLLEEN GUISE
5762 W GRAND AVE 1ST,60639,"64,185.25",64185.25,GRAND & CENTRAL AUTO SALES CORPORATION
11601 W TOUHY AVE TERMINAL 3 HK.U.10A,60666,"57,246",57246,"SHOE HOSPITAL, INC."
7152 N CALIFORNIA AVE 1ST,60645,"9,444.67",9444.67,"SSC 1, CORPORATION"
5926 S ARCHER AVE  1ST,60638,"150,000",150000,MARIA CHODAK
4240 S WENTWORTH AVE 1,60609,"19,250",19250,"NICKY'S IN-N-OUT, INC."
6434 W ARCHER AVE 1ST,60638,"68,307.50",68307.5,"MBS PETROLEUM, INC."
613 W 47TH ST GROUND,60609,"149,755.99",149755.99,"SUN XIEN SOY PRODUCTS, LLC"
4249 S ARCHER AVE 1ST,60632,"42,476.25",42476.25,KATHERINE G. LARCO
2715-2719 N MILWAUKEE AVE,60647,"50,000",50000,"ENJOY ONE, INC."
3900 S UNION AVE,60609,"32,822.25",32822.25,STEVENS EXHIBITS/DISPLAYS INC
3118 N MILWAUKEE AVE 2,60618,"29,245",29245,AVONDALE BOWL LLC
2247 S WENTWORTH AVE,60616,"50,000",50000,LZ HAND PULLED NOODLES COMPANY
1848 W PERSHING RD 1,60609,"82,500",82500,TINA'S SPA SALON CORP.
4653 S WESTERN AVE,60609,"53,971.40",53971.4,B.B.S. INC.
6573 N NORTHWEST HWY 1 1B,60631,"50,000",50000,STONY ISLAND SPICE
5819 S NAGLE AVE,60638,"37,155",37155,GABINO RAMIREZ
6942-6944 S ASHLAND AVE,60636,"8,525",8525,RALPHS GROCERY COMPANY
6255 S HARLEM AVE,60638,"100,000",100000,ARMBRUST PAPER TUBES INC
1367 N MILWAUKEE AVE 1 & 2,60622,"31,373.80",31373.8,"WHISKEY BUSINESS, LLC"
5600 S SEELEY AVE 1ST,60636,"32,127",32127,ANNETTE A. KING
5439 S DAMEN AVE 1ST,60609,"100,000",100000,ALIZE FOOD & LIQUOR INC
4550 S PACKERS AVE,60609,"20,500",20500,"BERKSHIRE REFRIGERATED WAREHOUSING, LLC"
3117 S ARCHER AVE,60608,"50,985.50",50985.5,GEORGIE BOY'S HAND CAR WASH CORP.
11601 W TOUHY AVE  T1 C23,60666,"50,000",50000,NATURAL ENERGY UNLIMITED OF CHICAGO LLC
3323 N KILPATRICK AVE,60641,"50,000",50000,Christina A Tyler
5151 S PULASKI RD,60632,"71,475",71475,H&C RESTAURANT INC.
5014 W ROSCOE ST 2ND,60641,"19,264.66",19264.66,BOGUSLAWA A MOCZEK
11601 W TOUHY AVE T3-L,60666,"150,000",150000,"AMERICAN AIRLINES, INC."
5635 W 55TH ST 2,60638,"36,075",36075,"DELAWARE CAR RENTAL, INC."
1234 W 42ND ST,60609,"12,675",12675,"SHRED -  ALL RECYCLING SYSTEMS, INC."
4100 S ASHLAND AVE  48-49,60609,"52,185",52185,JOSE DANIEL LOPEZ
2537-2559 N HARLEM AVE FIRST,60707,"150,000",150000,TRP ACQUISITION INC
11601 W TOUHY AVE  3,60666,"4,225",4225,"REGGIO'S PIZZA EXPRESS I , INC"
5811 W 63RD ST 1ST,60638,"15,180",15180,"STAN'S SERVICE & TIRE CENTER, INC"
180 N STETSON AVE 46,60601,"7,893.75",7893.75,"Ryan Specialty Group Services, LLC"
4100 S ASHLAND AVE 1ST 144-145,60609,"50,000",50000,MARIA LUISA SANDOVAL
9546 S BENSLEY AVE 1,60617,"46,733.78",46733.78,"PHASE 9 CONSTRUCTION, LLC"
940 W ADAMS ST 4 400,60607,"20,035",20035,"J.A. WATTS, INC."
8500 S HOLLAND RD 1,60620,"3,795",3795,ALDI INC.
4712 S HONORE ST 1 1,60609,"100,000",100000,MARTHA A BARRERA
444 N MICHIGAN AVE  1200,60611,"110,592.03",110592.03,Ideal Appeals LLC
4800 S MORGAN ST,60609,"100,000",100000,MICHAEL S SCHULTZ
1630 N MILWAUKEE AVE FIRST STORE,60647,"127,616.47",127616.47,CITYSOLES.COM LTD.
4501 S PULASKI RD,60632,"150,000",150000,ALDI INC.
3520 S MORGAN ST 2ND,60609,"100,000",100000,CLYDE PRINTING CO
3510 S ASHLAND AVE 1,60609,"78,150",78150,35TH & ASHLAND OIL INC.
8333 S CICERO AVE  -,60652,"1,500",1500,ALDI INC.
11601 W TOUHY AVE CONCOURSE G T3,60666,"100,000",100000,"AMERICAN AIRLINES, INC."
4100 S ASHLAND AVE,60609,"51,206",51206,SAMUEL MARTINEZ
4653 S WESTERN AVE,60609,"8,538.75",8538.75,B.B.S. INC.
5133 S KEDZIE AVE 1,60632,"9,500",9500,FRIDA KAHLO COMMUNITY ORGANIZATION
"4100 S ASHLAND AVE  307 , 308",60609,"55,546.50",55546.5,SYLVIA FERREL
3968 S ASHLAND AVE,60609,"57,546.88",57546.88,TULSA POWER SERVICE INC
4100 S ASHLAND AVE  BOOTH-83,60609,"22,905.01",22905.01,EDWARD DAVIS
3510 S ASHLAND AVE 1,60609,"2,287.50",2287.5,ASHLAND 35 INC.
2054 N NEW ENGLAND AVE,60707,"15,390",15390,"MIDWEST AIR PRO, INC."
3944 S MORGAN ST 1ST,60609,"10,015",10015,"AVAILABLE BUSINESS GROUP, INC."
4761 N LINCOLN AVE,60625,"100,000",100000,BARBA YIANNI TAVERNA INC.
4259 S WESTERN BLVD,60609,"8,198",8198,RIGHT PRICE FURNISHER
11601 W TOUHY AVE  A-B113A,60666,"74,319",74319,HUDSON NEWS O'HARE JOINT VENTURE
1752 W 47TH ST,60609,"92,680.13",92680.13,MARIA CERVANTES
4715 S PAULINA ST,60609,"54,635.75",54635.75,AAA DANA INC
3623 S LAFLIN PL 1ST,60609,"49,536",49536,SEE ALL INDUSTRIES INC
6455 W ARCHER AVE,60638,"10,395",10395,CHICAGO COIN CO INC
1365 N MILWAUKEE AVE 1,60622,"100,000",100000,"CHEESIE'S WICKER PARK, LLC"
601 W ROOT ST,60609,"17,175",17175,TNT PIZZA & BEEF INC.
3701 S ASHLAND AVE 1ST,60609,"125,564",125564,"TREJO'S IRON WORKS, INC."
5912 S ARCHER AVE 1ST,60638,"44,737.50",44737.5,PIOTROWSKI MD S.C.
3030 S KEDZIE AVE,60623,"90,757.50",90757.5,ALDI INC.
4403 N ELSTON AVE 1ST,60630,"105,111.38",105111.38,ABIA CORPORATION
4103 S ASHLAND AVE,60609,"5,971.50",5971.5,PARK PACKING CO
2156 W 23RD ST 1ST,60608,"100,000",100000,LA FLOR DE MEXICO RESTAURANT LLC
2300 S KEDZIE AVE 1ST,60623,"8,705",8705,TEAM RAMIREZ NEVERIA INC.
3522 N CENTRAL AVE,60634,"95,248",95248,"BRIGHT START LEARNING CENTER, INC."
3835 W MADISON ST,60624,"90,000",90000,ALDI INC.
8410 W BRYN MAWR AVE 1,60631,"38,914.50",38914.5,FFT@8410 LLC
835 N MICHIGAN AVE 5 714,60611,"56,218.83",56218.83,LUXOTTICA OF AMERICA INC.
3935 S WELLS ST 1ST 1,60609,"96,743.63",96743.63,BSS HOLDINGS OPPORTUNITY ZONE LLC
4719 S LA CROSSE AVE,60638,"100,000",100000,THOMAS RONALD HAMPTON
10505 S WESTERN AVE 1ST,60643,"63,150",63150,KATHRYN JACKSON
6025 S WESTERN AVE  1ST,60636,"9,750",9750,ALDI INC.
1836 N CLYBOURN AVE,60614,"43,962.50",43962.5,ALDI INC.
4515 N RAVENSWOOD AVE 1ST,60640,"14,364",14364,"LITTLE LINGUISTS ACADEMY, INC."
2523 W FARGO AVE,60645,"49,818.75",49818.75,MATTHEW FARMER
5001 N CLARK ST,60640,"100,000",100000,GENTLE VENTURES LLC
4513 S HALSTED ST,60609,"78,243",78243,RAMARC FOODS INC
600 W VAN BUREN ST 3 325,60607,"50,000",50000,"TOTAL QUALITY LOGISTICS, LLC"
4100 S ASHLAND AVE,60609,"150,000",150000,ADRIANA HERNANDEZ
11601 W TOUHY AVE  CONCO,60666,"31,944",31944,"B.T. EXPRESS, INC. OF CHICAGO"
2026-2040 N CICERO AVE,60639,"77,972.50",77972.5,MANNY AUTO INC.
6130 S PULASKI RD,60629,"14,491.75",14491.75,PRISM CORPORATION
1743 E 55TH ST 1ST,60615,"88,770",88770,SOOKMI LEE
2746 N CLYBOURN AVE,60614,"50,000",50000,COSTCO WHOLESALE CORPORATION
4820 W NORTH AVE,60639,"50,000",50000,4 GUYS SHOP INC
4758 S CICERO AVE 1ST,60638,"61,426.86",61426.86,OLYMPIC STORE FIXTURES INC
11601 W TOUHY AVE  T1/GC25,60666,"82,166.06",82166.06,WDFG NORTH AMERICA LLC
1701 W 47TH ST 1,60609,"7,892.32",7892.32,SUPERMERCADO EL GUERO NO 1 INC.
4200 S ASHLAND AVE,60609,"100,000",100000,PEDRO PABLO BARRON
8133 S SPAULDING AVE 1ST,60652,"15,804.03",15804.03,STACY A. LEWIS
505 W 43RD ST 1ST,60609,"150,000",150000,CARDINAL PALLET CO
4555 S ASHLAND AVE,60609,"66,843.50",66843.5,CARPET CORNER
4014 N ROCKWELL ST,60618,"43,390",43390,BURNING BUSH BREWERY LLC
4731 S ASHLAND AVE 1ST,60609,"150,000",150000,KEUM JU KIM
3207 N SHEFFIELD AVE LL & 1ST,60657,"94,881.50",94881.5,3207 N. SHEFFIELD AVE. LLC
4440 S WESTERN AVE,60609,"144,416.25",144416.25,"AL & JL, INC."
7601 S CICERO AVE 1 KIOSK K8,60652,"49,081.81",49081.81,SOLID GOLD JEWELRY & DIAMONDS INC.
11601 W TOUHY AVE  1-C06A,60666,"68,058.75",68058.75,HUDSON NEWS O'HARE JOINT VENTURE
4745-4755 S TALMAN AVE,60632,"100,000",100000,ERNESTO HERNANDEZ MURO
1101 W BRYN MAWR AVE,60660,"33,732.50",33732.5,"SHREE HARI INVESTMENT, INC."
4240 S MORGAN ST,60609,"65,813.25",65813.25,JAMES CALVETTI MEATS INC
6201 - 6233 N WESTERN AVE,60659,"55,598.95",55598.95,"WHEELS OF CHICAGO, INC."
2 N RIVERSIDE PLZ 13 1350,60606,"97,462.50",97462.5,RESOURCE RENEWAL PROJECT LLC
7627 S ASHLAND AVE 1,60620,"98,861.08",98861.08,ALDI INC.
6957 W ARCHER AVE,60638,"55,811.25",55811.25,PRISM CORPORATION
324 N LEAVITT ST,60612,"36,318.75",36318.75,"LA PARRILLITA, LLC"
3402 N HARLEM AVE,60634,"25,608",25608,HOOKAH KINGS INC.
1644 N HONORE ST 1 100,60622,"1,267.48",1267.48,Michael Johnston
214 N CLARK ST 1,60601,"24,000",24000,"BUDGET RENT A CAR SYSTEM, INC."
4533-4535 N LINCOLN AVE 1,60625,"14,327.50",14327.5,CFW 4535 LLC
2 N RIVERSIDE PLZ 12 1240,60606,"18,288",18288,"Lurie Holdings, Inc."
6020 W HIGGINS AVE 1 D,60630,"150,000",150000,Taxland Group Inc.
4100 S ASHLAND AVE,60609,"6,540",6540,FRANCISCO MARTINEZ
4821 W NORTH AVE 1,60639,"50,000",50000,RALPHS GROCERY COMPANY
4100 S ASHLAND AVE OUTSIDE 182-183,60609,"29,883.75",29883.75,NOEMY E DURAN RAMOS
1016 W JACKSON BLVD 1,60607,"96,735.75",96735.75,J.O.T. Industries Inc.
8027 S CICERO AVE FIRST,60652,"255,352.28",255352.28,TRP ACQUISITION INC
6111 S SAYRE AVE 1ST,60638,"18,420",18420,FRANK A EDMUNDS & CO INC
2847 W 21ST ST,60623,"69,300",69300,GUILLERMINA R. SILVA-REYNOSO
6025 S WESTERN AVE  1ST,60636,"26,247",26247,ALDI INC.
6740-6756 S WESTERN AVE,60636,"27,069.48",27069.48,RGC MAACO IL 05
4100 S ASHLAND AVE,60609,"2,788.15",2788.15,IBIS LEMUS
336 W 47TH ST 1ST,60609,"100,000",100000,SOUTH SIDE AUTO PARTS
1312 S WABASH AVE 1,60605,"30,942.13",30942.13,G DOCK LLC
620 W 63RD ST,60621,"30,921",30921,ALDI INC.
8 S MICHIGAN AVE 6 620,60603,"63,375",63375,BERT GREEN
5401 S WENTWORTH AVE,60609,"48,428.25",48428.25,YUNG SOON KIM
1756-1758 W LAWRENCE AVE,60640,"140,488.63",140488.63,ARIANNAG LLC
4171 S ARCHER AVE 1,60632,"150,000",150000,"CARNITAS,CHELAS AND CHICAS COMPANY #11"
4403 S WALLACE ST 1ST,60609,"22,551",22551,"BILL BABS, INC."
3149-3155 S SHIELDS AVE 1ST & 2ND,60616,"102,262.60",102262.6,BUSY BEES INC.
5066 N KIMBERLY AVE 1ST A,60630,"39,750",39750,C5 LTD.
4100 S ASHLAND AVE 1ST 841,60609,"150,000",150000,NEDAL T. SALEH
2350 W CERMAK RD 1ST,60608,"97,211.50",97211.5,"EL NUEVO TACONAZO, INC.,"
2604 S WENTWORTH AVE STOREFRONT,60616,"50,000",50000,LISA FEET SPA INC.
11601 W TOUHY AVE  T3 H5,60666,"11,241",11241,NATURAL ENERGY UNLIMITED OF CHICAGO LLC
5807 W 63RD ST 1ST,60638,"21,900",21900,O.K. TRAVEL AGENCY INC.
2239 W 35TH ST,60609,"25,479.14",25479.14,"MONTESSORI FOUNDATIONS OF CHICAGO, INC."
821 W 115TH ST 1,60643,"97,545",97545,ALDI INC.
4100 S ASHLAND AVE,60609,"124,488",124488,JULIO MARTINEZ MIRANDA
5002 N BROADWAY,60640,"100,000",100000,HOANG QUANG LE
333 S WABASH AVE 1-2,60604,"1,724.25",1724.25,"DMK HH, LLC"
4545-4549 S RACINE AVE 1 - 2,60609,"100,000",100000,"OSI INDUSTRIES, LLC"
6337 N KIRKWOOD AVE,60646,"19,316.70",19316.7,"CCHWF HOLDINGS, INC."
6158 W 63RD ST,60638,"100,000",100000,EVA & Z INC
1659 W 47TH ST 1,60609,"5,869.70",5869.7,EL CABRITO INC.
4100 S ASHLAND AVE,60609,"55,000",55000,JOSE A. LIZCANO
5813 S ARCHER AVE,60638,"50,612.50",50612.5,VAN XAO TAN
6142 S ARCHER AVE 1ST,60638,"4,682.19",4682.19,"NICKY'S ON ARCHER, INC."
1842 W 47TH ST  MAIN,60609,"34,767",34767,ADNAN EL HAJ
3747 S DAMEN AVE,60609,"40,250",40250,MANZO CONSTRUCTION INC
2455 S DAMEN AVE 1,60608,"151,795.88",151795.88,SUPER TRANS LIMITED LIABILITY COMPANY
5845 W MADISON ST,60644,"133,903",133903,SOLE COLLECTION LLC
3661 S IRON ST  1,60609,"9,146.25",9146.25,"EAGLE PRODUCTS, INC."
2555 N CLARK ST  206,60614,"23,835",23835,"PEGGY SHAPIRO GRAPHIC DESIGN, INC."
4602 S ASHLAND AVE 1,60609,"37,917",37917,IRMA I. SEGURA
4603 S ASHLAND AVE # 1F,60609,"103,598.59",103598.59,CHINA LAMP RESTAURANT
"4100 S ASHLAND AVE 1ST 600,455",60609,"16,755",16755,ANTONIO CALDERON
3148 N CENTRAL AVE 1ST,60634,"96,896.25",96896.25,STAR NUTRICION LLC
400 W MADISON ST 6 600,60606,"150,000",150000,"CHAI TRUST COMPANY, LLC"
213 W HUBBARD ST,60654,"52,481.44",52481.44,"P.F. CHANG'S TO GO, LLC"
6654 W ARCHER AVE 1ST,60638,"25,559.50",25559.5,OBBIES PIZZA INC
1205 W WEBSTER AVE 1ST,60614,"39,077.70",39077.7,CRYO VENTURES LLC
6296 S ARCHER AVE 1ST,60638,"12,740.12",12740.12,ROGER PATRICK
6901 W 59TH ST,60638,"38,013.58",38013.58,PRISM CORPORATION
5435 S ASHLAND AVE 1ST,60609,"6,696.94",6696.94,JESSE LOPEZ INC
4100 S ASHLAND AVE  13,60609,"50,000",50000,RAMON PADILLA DELGADO
151 N MICHIGAN AVE MILLENNIUM STATION C-17,60601,"99,750",99750,AMG Pizza LLC
123 E 75TH ST 1ST,60619,"100,000",100000,BEAUTY LINE LLC
4118 S HALSTED ST 1ST,60609,"50,000",50000,EVANS FOOD PRODUCTS CO.
2108 N CLARK ST 1ST,60614,"109,274.84",109274.84,"VANILLE, INC."
908 N STATE ST 1ST,60610,"138,070.20",138070.2,LUXOTTICA OF AMERICA INC.
942 N NOBLE ST 1ST,60642,"44,313",44313,BUDGET REFINISHERS INC.
3330 W NORTH AVE GROUNDLEVEL,60647,"50,000",50000,TROPICAL TASTE RESTAURANT INC.
412 N WELLS ST,60654,"42,322",42322,JOE & THE JUICE ILLINOIS LLC
11601 W TOUHY AVE T-3 RND B,60666,"38,805.09",38805.09,"EFIE'S CANTEEN, INC."
4666 S HALSTED ST,60609,"114,271.58",114271.58,INSIK YOO
2234 W 43RD ST,60609,"98,694",98694,TOTAL SWEETENERS INC
5020 W BARRY AVE,60641,"92,079.32",92079.32,Guider Real Estate Group LLC
1538 N MILWAUKEE AVE 1ST,60622,"94,500",94500,LUXOTTICA OF AMERICA INC.
1723 S MICHIGAN AVE,60616,"7,550",7550,CONCESSION SERVICES INC
3509 S HALSTED ST 1ST,60609,"50,000",50000,"BIG KAHUNA SPORTS & UNIFORM, INC."
3601-3611 S HALSTED ST,60609,"50,000",50000,C & R EQUIPMENT SERVICE INC
4110 W GEORGE ST BSMT,60641,"100,000",100000,P & J GUAMAN CONSTRUCTION CORP.
6601 W ARCHER AVE 1ST,60638,"150,000",150000,THE SHRIMP SHACK INC.
2843 N NATCHEZ AVE,60634,"6,211",6211,"NVP1WORLD ENTERTAINMENT, LLC"
222 W MERCHANDISE MART PLZ 12 1225,60654,"40,526.25",40526.25,PAC LEADERS LLC
1044 W 51ST ST 1ST,60609,"18,969",18969,LINDA ANN BROTHERS PERRYMAN
5304 S WESTERN AVE,60609,"36,820.71",36820.71,CHICAGO'S ORIGINAL MAXWELL ST
5800 W IRVING PARK RD 1,60634,"20,218.92",20218.92,"Irving Park KKC, inc"
3810 S WINCHESTER AVE 1 1,60609,"13,456.94",13456.94,AIRBUSTERS INCORPORATED
2901 W BELMONT AVE 1ST,60618,"50,000",50000,"DMC 2901 BELMONT, LLC"
1428 W 37TH ST  1,60609,"11,172",11172,HIGGINS BROTHERS INC
601 W 47TH ST 1ST,60609,"10,180.50",10180.5,DISCOUNT HARDWARE & SUPPLY INC
6344 S LONG AVE 2,60638,"11,635.62",11635.62,"ANGELA'S CHARTER SERVICE, INC."
500 N LA SALLE DR 1-3,60654,"23,133",23133,"GINO'S EAST LA SALLE, LLC"
11601 W TOUHY AVE TERM 3 O'HAR,60666,"24,500",24500,IBERIA LINEAS AEREAS DE ESPANA
4346 N WESTERN AVE 1ST,60618,"25,625",25625,"WESTERN MONTROSE, INC."
4100 S ASHLAND AVE  45,60609,"1,427.25",1427.25,CARMEN VINAS
953 W BELMONT AVE 1,60657,"100,000",100000,BLAZE IL STORE 1 LLC
2120 W LAKE ST 1ST,60612,"100,000",100000,"AMERICAN MECHANICAL SOLUTIONS, INC."
1017 W 48TH ST  1ST,60609,"100,000",100000,DEVON CARTAGE & WAREHOUSE
520 N MICHIGAN AVE,60611,"75,064",75064,LUXOTTICA OF AMERICA INC.
6344 W GUNNISON ST 1ST,60630,"68,280",68280,FRANK J KOLODZIEJCZYK
4757 S WESTERN AVE  1,60609,"14,802.23",14802.23,DOLORES REYES
1414 W DEVON AVE  1F,60660,"104,844.07",104844.07,MERYEN CITY MOVING INC
5353 W IRVING PARK RD 1ST,60641,"96,910",96910,5353 PORTAGE LLC
7050 W 63RD ST,60638,"11,840",11840,"DALLAS RESTAURANT, INC."
4318 S WESTERN AVE 1ST,60609,"28,070.25",28070.25,"PARRAS AUTO ELECTRIC, INC."
11601 W TOUHY AVE CONOURSE C TER O,60666,"14,877.69",14877.69,"BILLY GOAT IV, INC."
