account number,ward,license number,legal name,address,zip code
465260,35,2708807,EFRAIN ARROYO,4152 W ARMITAGE AVE GROUNDLEVEL,60639
3247,3,4444,DANIELSON FOOD PROD INC,215 W ROOT ST,60609
402055,36,2432047,"CATHERINE A. MILLER, LLC",3117 N NATOMA AVE,60634
277342,23,1493819,NORWOOD PAPER INC.,7001 W 60TH ST,60638
314141,11,1842304,AMIBERICA INC.,3701 S ASHLAND AVE 1 & 2 & 3 1,60609
222585,23,1197875,"J. O. FITZ, INC.",5544 W 55TH ST,60638
214749,25,1592762,C & R EQUIPMENT SERVICE INC,1882 S NORMAL AVE,60616
278998,16,1514211,ERNESTAS KAVOLIUNAS,5335 S WESTERN BLVD,60609
368700,48,2210263,Citta Partnership LLC,1517 W ARDMORE AVE 2ND,60660
345680,3,1985307,LAXMI 43RD INC.,4242 S WENTWORTH AVE 1ST,60609
14804,16,34046,"51ST & DAMEN, INC.",1949-1957 W 51ST ST,60609
8886,11,21421,LINCOLN PROVISION INC,824 W 38TH PL,60609
16047,23,40991,LAST CALL LOUNGE INC,6316-6318 W 65TH ST 1ST,60638
301132,23,2004114,"SECG, INC.",6953 W ARCHER AVE 1,60638
31319,41,1042895,"EFIE'S CANTEEN, INC.",11601 W TOUHY AVE CONCOURSE F T 2,60666
465405,2,2708964,"CREATE & CAPTURE STUDIOS, LLC",200 E CHESTNUT ST 5 508,60611
368267,42,2130054,MARTIZA SIMON,233 E ERIE ST 4 418,60611
465238,10,2708729,LOS TACOS & DESSERTS LLC,8548 S COMMERCIAL AVE,60617
329449,13,2207831,KARRIE ANN MCEVOY,5649 W 63RD PL 2,60638
465584,27,2709249,BEN TRAPANI,1630 W WARREN BLVD 2 2,60612
424195,27,2622465,"BECKER LOGISTICS, LLC",406 N ABERDEEN ST 4TH,60642
310206,12,1767148,ISIDRO RODRIGUEZ,4100 S ASHLAND AVE  406-07 473,60609
5273,46,1817903,ALDI INC.,4500 N BROADWAY  1ST FLOOR 1,60640
424095,42,2574848,"METRIXLAB US, INC.",1 N LA SALLE ST 16 1650,60602
210189,12,2216486,MONINGER FOUNDRY SUPPLIES,1965 W PERSHING RD  C,60609
22618,23,2216319,SIGNATURE FLIGHT SUPPORT LLC,5821 S CENTRAL AVE  ALL,60638
399717,42,2412226,MADISON RESTAURANT LLC,500 W MADISON ST 1,60661
4762,41,2488149,"AMERICAN AIRLINES, INC.",11601 W TOUHY AVE T3-L,60666
403117,3,2442480,"EXPRESS FURNITURE OUTLET, INC.",5401 S WENTWORTH AVE 1ST,60609
349468,12,2208582,Window Place Corp,1300 W 35TH ST 2,60609
471949,30,2762470,BELMONT MILL INC.,3181 N MILWAUKEE AVE,60618
464732,33,2703895,"AMERICAN VINTAGE RECLAMATION, LLC",2612 W BARRY AVE GROUNDLEVEL,60618
471804,35,2762240,TASTY SHAH 1 INC.,3401 W IRVING PARK RD 1,60618
5273,31,14000,ALDI INC.,4030 W WRIGHTWOOD AVE  BLDG,60639
292263,30,1597200,"RJ LIQUORS, INC.",5640 W FULLERTON AVE,60639
419586,47,2549463,CFW 4535 LLC,4533-4535 N LINCOLN AVE 1,60625
403081,50,2442388,YOUNAN YOUNAN,6402 N CALIFORNIA AVE,60645
286510,25,1898618,ERNESTO HERNANDEZ MURO,2525 S BLUE ISLAND AVE 1ST 106,60608
309796,12,1766946,NOEMI PARODA,4100 S ASHLAND AVE,60609
32559,23,34299,SYMPHONY INC,6507 W ARCHER AVE 1ST,60638
387039,39,2303631,CORNER SHOP 1 INC.,4037 W LAWRENCE AVE,60630
465359,5,2708930,FORTUNE HAIR INC.,6700 S SOUTH SHORE DR 14TH 14 C,60649
332312,41,1909520,O'HARE VENTURES II LLC.,11601 W TOUHY AVE  ROTUNDA,60666
390178,25,2469730,"INTERNATIONAL GRILL, LLC.",1236 W 18TH ST 1ST,60608
32132,23,2216332,IMPERIAL PLATING COMPANY OF ILLINOIS,7030 W 60TH ST 1ST,60638
302402,15,1682383,"WESTERN PHILLIPS 66, INC.",2340 W 52ND ST,60609
402890,14,2458020,"EL NUEVO TACONAZO, INC.,",5849 S KEDZIE AVE 1,60629
352662,23,2320691,MELCHOR CONTRERAS GONZALEZ,5220 S PULASKI RD 1ST 179-181,60632
317595,23,1873651,"SEXY NAILS, INC.",5903 S ARCHER AVE 1ST,60638
272912,11,2637365,"OSI INDUSTRIES, LLC",4201 S ASHLAND AVE,60609
56808,12,51157,OFFICE FURNITURE RESOURCES INC,1965 W PERSHING RD  2-3,60609
15782,14,39193,THE MAYFIELD INC,6072 S ARCHER AVE  GROUN,60638
465128,42,2708660,"KC EATS & TREATS, LLC",18 S MICHIGAN AVE 12TH,60603
299988,3,1676633,JERNBERG INDUSTRIES INC.,329 W PERSHING RD,60609
321774,41,1883503,BARBARA'S BOOKSTORE O'HARE JOINT VENTURE,11601 W TOUHY AVE TERMINAL 1 B97A,60666
301371,12,2757179,RAMON MORA,"4100 S ASHLAND AVE  353, 354",60609
313802,14,1800239,"ROCKET AUTO SALES, INC.",5552 S ARCHER AVE,60638
85496,20,2488220,"INDUSTRIAL MAINTENANCE, WELDING AND MACHINING COMPANY, INC.",4806 S HALSTED ST 1ST,60609
257468,13,2206157,CHAS HEATING & AIR CONDITIONING,5818 S NAGLE AVE,60638
422779,49,2564460,MERYEN CITY DRIVING LESSONS INC.,1414 W DEVON AVE  1F,60660
402833,17,2437716,ROBERT WILLIAMS,752 W 78TH ST 1ST,60620
402996,49,2438078,AMB HEATING AND COOLING INC.,6959 N RIDGE BLVD 3RD 3C,60645
366023,38,2114621,5353 PORTAGE LLC,5353 W IRVING PARK RD 1ST,60641
17132,14,2097958,"WYTRWAL ENTERPRISES, INC.",5772 S ARCHER AVE 1 & 2 MEZZANINE,60638
32583,23,34390,MELVIN KOZBIEL,5958 S OAK PARK AVE 1ST,60638
465778,36,2709532,RODRIGO SILVA,6743 W BELMONT AVE,60634
465461,24,2709042,VENAMEDIA LLC,906 S CENTRAL PARK AVE 2 205,60624
465073,42,2704544,"L&X INVESTMENTS, LLC",127 N DEARBORN ST 1ST,60602
46091,25,2442670,"A. ALVA ROSALES & ASSOC., LTD.",1900 S CLARK ST 1 102,60616
471731,2,2762159,GOLD COAST MARKET INC,71-73 W CHICAGO AVE,60654
368866,27,2177609,FRANKLIN SUPER FOODS & LIQUORS INC.,501 N KEDZIE AVE 1,60612
423977,42,2574653,"I-Clean, LLC",650 W LAKE ST  B-6,60661
387030,7,2385427,CHARLSITA BURTON,1735-1737 E 71ST ST 1ST,60649
368827,20,2210280,RIAH INTERNATIONAL INC. NFP,6615 S RHODES AVE 1ST,60637
368450,40,2221093,"FAST SCRAP SERVICES, LLC",5317 N PAULINA ST 2ND,60640
348014,13,2215167,BALDEMAR CHAVEZ & JESUS NUNEZ,5756 W 63RD ST 1ST,60638
367395,43,2133915,LUXOTTICA OF AMERICA INC.,2736 N CLARK ST,60614
19499,23,83069,MICHAEL EVANS,5542 W 55TH ST 1ST,60638
202009,13,1042910,"VINCE'S PIZZA, INC",6217 W 63RD ST,60638
338736,20,1974074,"MATCHLESS PARISIAN NOVELTY, INC.",5000 S HALSTED ST 1ST,60609
403073,25,2602085,XIANGQIAN CHEN,1882 S NORMAL AVE 1ST,60616
403227,42,2570368,"STUDIO KAST, INC.",207 E OHIO ST  422,60611
403400,37,2443081,ELITE MONEY TAX SERVICE INC.,4847 W CHICAGO AVE,60651
465144,44,2708584,BRIDGET COLLEEN GUISE,1014 W BELMONT AVE 2,60657
463612,36,2698223,GRAND & CENTRAL AUTO SALES CORPORATION,5762 W GRAND AVE 1ST,60639
322762,41,1868420,"SHOE HOSPITAL, INC.",11601 W TOUHY AVE TERMINAL 3 HK.U.10A,60666
465337,50,2708911,"SSC 1, CORPORATION",7152 N CALIFORNIA AVE 1ST,60645
81805,14,86488,MARIA CHODAK,5926 S ARCHER AVE  1ST,60638
323169,3,1869265,"NICKY'S IN-N-OUT, INC.",4240 S WENTWORTH AVE 1,60609
317264,23,1820361,"MBS PETROLEUM, INC.",6434 W ARCHER AVE 1ST,60638
366146,11,2114928,"SUN XIEN SOY PRODUCTS, LLC",613 W 47TH ST GROUND,60609
403538,15,2659136,KATHERINE G. LARCO,4249 S ARCHER AVE 1ST,60632
393820,35,2359414,"ENJOY ONE, INC.",2715-2719 N MILWAUKEE AVE,60647
1784,11,49369,STEVENS EXHIBITS/DISPLAYS INC,3900 S UNION AVE,60609
456153,30,2646779,AVONDALE BOWL LLC,3118 N MILWAUKEE AVE 2,60618
423722,25,2570198,LZ HAND PULLED NOODLES COMPANY,2247 S WENTWORTH AVE,60616
349337,12,2008965,TINA'S SPA SALON CORP.,1848 W PERSHING RD 1,60609
217111,15,1166943,B.B.S. INC.,4653 S WESTERN AVE,60609
424348,41,2575493,STONY ISLAND SPICE,6573 N NORTHWEST HWY 1 1B,60631
36961,13,2204746,GABINO RAMIREZ,5819 S NAGLE AVE,60638
251246,17,2037345,RALPHS GROCERY COMPANY,6942-6944 S ASHLAND AVE,60636
27550,23,14565,ARMBRUST PAPER TUBES INC,6255 S HARLEM AVE,60638
388143,1,2397504,"WHISKEY BUSINESS, LLC",1367 N MILWAUKEE AVE 1 & 2,60622
309117,15,2207224,ANNETTE A. KING,5600 S SEELEY AVE 1ST,60636
9165,16,2079087,ALIZE FOOD & LIQUOR INC,5439 S DAMEN AVE 1ST,60609
268757,20,2216492,"BERKSHIRE REFRIGERATED WAREHOUSING, LLC",4550 S PACKERS AVE,60609
386964,12,2299463,GEORGIE BOY'S HAND CAR WASH CORP.,3117 S ARCHER AVE,60608
6713,41,1975876,NATURAL ENERGY UNLIMITED OF CHICAGO LLC,11601 W TOUHY AVE  T1 C23,60666
387116,30,2559592,Christina A Tyler,3323 N KILPATRICK AVE,60641
465169,23,2708611,H&C RESTAURANT INC.,5151 S PULASKI RD,60632
424056,31,2574791,BOGUSLAWA A MOCZEK,5014 W ROSCOE ST 2ND,60641
4762,41,2488148,"AMERICAN AIRLINES, INC.",11601 W TOUHY AVE T3-L,60666
6505,23,1969787,"DELAWARE CAR RENTAL, INC.",5635 W 55TH ST 2,60638
30950,11,2216328,"SHRED -  ALL RECYCLING SYSTEMS, INC.",1234 W 42ND ST,60609
201092,12,1000897,JOSE DANIEL LOPEZ,4100 S ASHLAND AVE  48-49,60609
368839,29,2148002,TRP ACQUISITION INC,2537-2559 N HARLEM AVE FIRST,60707
209954,41,1980894,"REGGIO'S PIZZA EXPRESS I , INC",11601 W TOUHY AVE  3,60666
24895,13,2213805,"STAN'S SERVICE & TIRE CENTER, INC",5811 W 63RD ST 1ST,60638
368913,42,2341993,"Ryan Specialty Group Services, LLC",180 N STETSON AVE 46,60601
32913,12,35679,MARIA LUISA SANDOVAL,4100 S ASHLAND AVE 1ST 144-145,60609
465477,10,2709065,"PHASE 9 CONSTRUCTION, LLC",9546 S BENSLEY AVE 1,60617
46922,25,2442800,"J.A. WATTS, INC.",940 W ADAMS ST 4 400,60607
5273,21,2113532,ALDI INC.,8500 S HOLLAND RD 1,60620
317918,15,1933056,MARTHA A BARRERA,4712 S HONORE ST 1 1,60609
423915,42,2574510,Ideal Appeals LLC,444 N MICHIGAN AVE  1200,60611
15292,20,36789,MICHAEL S SCHULTZ,4800 S MORGAN ST,60609
465442,2,2709007,CITYSOLES.COM LTD.,1630 N MILWAUKEE AVE FIRST STORE,60647
5273,14,14002,ALDI INC.,4501 S PULASKI RD,60632
24279,11,2187,CLYDE PRINTING CO,3520 S MORGAN ST 2ND,60609
257008,12,1933083,35TH & ASHLAND OIL INC.,3510 S ASHLAND AVE 1,60609
5273,18,1380757,ALDI INC.,8333 S CICERO AVE  -,60652
4762,41,2284294,"AMERICAN AIRLINES, INC.",11601 W TOUHY AVE CONCOURSE G T3,60666
304484,12,1698528,SAMUEL MARTINEZ,4100 S ASHLAND AVE,60609
217111,15,1166945,B.B.S. INC.,4653 S WESTERN AVE,60609
465237,14,2708726,FRIDA KAHLO COMMUNITY ORGANIZATION,5133 S KEDZIE AVE 1,60632
292766,12,2757619,SYLVIA FERREL,"4100 S ASHLAND AVE  307 , 308",60609
2780,12,2893,TULSA POWER SERVICE INC,3968 S ASHLAND AVE,60609
286930,12,1575212,EDWARD DAVIS,4100 S ASHLAND AVE  BOOTH-83,60609
348170,12,2002747,ASHLAND 35 INC.,3510 S ASHLAND AVE 1,60609
424262,29,2575294,"MIDWEST AIR PRO, INC.",2054 N NEW ENGLAND AVE,60707
11199,11,2020964,"AVAILABLE BUSINESS GROUP, INC.",3944 S MORGAN ST 1ST,60609
376407,47,2198150,BARBA YIANNI TAVERNA INC.,4761 N LINCOLN AVE,60625
273754,12,1478443,RIGHT PRICE FURNISHER,4259 S WESTERN BLVD,60609
325369,41,1879978,HUDSON NEWS O'HARE JOINT VENTURE,11601 W TOUHY AVE  A-B113A,60666
208691,15,1096300,MARIA CERVANTES,1752 W 47TH ST,60609
27927,20,15960,AAA DANA INC,4715 S PAULINA ST,60609
29293,11,21555,SEE ALL INDUSTRIES INC,3623 S LAFLIN PL 1ST,60609
34997,23,43163,CHICAGO COIN CO INC,6455 W ARCHER AVE,60638
388148,1,2309058,"CHEESIE'S WICKER PARK, LLC",1365 N MILWAUKEE AVE 1,60622
286528,11,1573995,TNT PIZZA & BEEF INC.,601 W ROOT ST,60609
313877,11,1800387,"TREJO'S IRON WORKS, INC.",3701 S ASHLAND AVE 1ST,60609
312040,14,1771069,PIOTROWSKI MD S.C.,5912 S ARCHER AVE 1ST,60638
5273,12,1547427,ALDI INC.,3030 S KEDZIE AVE,60623
368378,39,2130242,ABIA CORPORATION,4403 N ELSTON AVE 1ST,60630
86660,11,16523,PARK PACKING CO,4103 S ASHLAND AVE,60609
368236,25,2129986,LA FLOR DE MEXICO RESTAURANT LLC,2156 W 23RD ST 1ST,60608
464775,12,2703941,TEAM RAMIREZ NEVERIA INC.,2300 S KEDZIE AVE 1ST,60623
400037,36,2418157,"BRIGHT START LEARNING CENTER, INC.",3522 N CENTRAL AVE,60634
5273,28,13994,ALDI INC.,3835 W MADISON ST,60624
423670,41,2570145,FFT@8410 LLC,8410 W BRYN MAWR AVE 1,60631
367395,2,2574635,LUXOTTICA OF AMERICA INC.,835 N MICHIGAN AVE 5 714,60611
465681,3,2709409,BSS HOLDINGS OPPORTUNITY ZONE LLC,3935 S WELLS ST 1ST 1,60609
217677,22,2703910,THOMAS RONALD HAMPTON,4719 S LA CROSSE AVE,60638
403455,19,2443227,KATHRYN JACKSON,10505 S WESTERN AVE 1ST,60643
5273,16,2113644,ALDI INC.,6025 S WESTERN AVE  1ST,60636
5273,2,2021608,ALDI INC.,1836 N CLYBOURN AVE,60614
464369,47,2708678,"LITTLE LINGUISTS ACADEMY, INC.",4515 N RAVENSWOOD AVE 1ST,60640
387238,50,2304187,MATTHEW FARMER,2523 W FARGO AVE,60645
424778,47,2709447,GENTLE VENTURES LLC,5001 N CLARK ST,60640
258473,11,1332791,RAMARC FOODS INC,4513 S HALSTED ST,60609
367681,42,2134713,"TOTAL QUALITY LOGISTICS, LLC",600 W VAN BUREN ST 3 325,60607
55597,12,2354293,ADRIANA HERNANDEZ,4100 S ASHLAND AVE,60609
81594,41,1196578,"B.T. EXPRESS, INC. OF CHICAGO",11601 W TOUHY AVE  CONCO,60666
423392,36,2569644,MANNY AUTO INC.,2026-2040 N CICERO AVE,60639
16200,23,42495,PRISM CORPORATION,6130 S PULASKI RD,60629
368737,5,2220976,SOOKMI LEE,1743 E 55TH ST 1ST,60615
64981,32,1044651,COSTCO WHOLESALE CORPORATION,2746 N CLYBOURN AVE,60614
472094,37,2762715,4 GUYS SHOP INC,4820 W NORTH AVE,60639
40654,22,58330,OLYMPIC STORE FIXTURES INC,4758 S CICERO AVE 1ST,60638
349415,41,2009148,WDFG NORTH AMERICA LLC,11601 W TOUHY AVE  T1/GC25,60666
3857,15,1447822,SUPERMERCADO EL GUERO NO 1 INC.,1701 W 47TH ST 1,60609
334879,12,2583961,PEDRO PABLO BARRON,4200 S ASHLAND AVE,60609
314633,18,2207384,STACY A. LEWIS,8133 S SPAULDING AVE 1ST,60652
86626,11,1426276,CARDINAL PALLET CO,505 W 43RD ST 1ST,60609
25284,15,5878,CARPET CORNER,4555 S ASHLAND AVE,60609
456834,47,2652695,BURNING BUSH BREWERY LLC,4014 N ROCKWELL ST,60618
218420,20,2134764,KEUM JU KIM,4731 S ASHLAND AVE 1ST,60609
406670,44,2469321,3207 N. SHEFFIELD AVE. LLC,3207 N SHEFFIELD AVE LL & 1ST,60657
258442,15,1332717,"AL & JL, INC.",4440 S WESTERN AVE,60609
387540,18,2563514,SOLID GOLD JEWELRY & DIAMONDS INC.,7601 S CICERO AVE 1 KIOSK K8,60652
325369,41,1879985,HUDSON NEWS O'HARE JOINT VENTURE,11601 W TOUHY AVE  1-C06A,60666
286510,15,2125570,ERNESTO HERNANDEZ MURO,4745-4755 S TALMAN AVE,60632
366934,48,2121132,"SHREE HARI INVESTMENT, INC.",1101 W BRYN MAWR AVE,60660
3158,11,4102,JAMES CALVETTI MEATS INC,4240 S MORGAN ST,60609
305821,50,2214943,"WHEELS OF CHICAGO, INC.",6201 - 6233 N WESTERN AVE,60659
387479,42,2535092,RESOURCE RENEWAL PROJECT LLC,2 N RIVERSIDE PLZ 13 1350,60606
5273,17,1997726,ALDI INC.,7627 S ASHLAND AVE 1,60620
16200,23,42494,PRISM CORPORATION,6957 W ARCHER AVE,60638
461567,27,2684713,"LA PARRILLITA, LLC",324 N LEAVITT ST,60612
463842,38,2698590,HOOKAH KINGS INC.,3402 N HARLEM AVE,60634
424308,2,2575382,Michael Johnston,1644 N HONORE ST 1 100,60622
257649,42,2008911,"BUDGET RENT A CAR SYSTEM, INC.",214 N CLARK ST 1,60601
419586,47,2549461,CFW 4535 LLC,4533-4535 N LINCOLN AVE 1,60625
387387,42,2304410,"Lurie Holdings, Inc.",2 N RIVERSIDE PLZ 12 1240,60606
387161,45,2304072,Taxland Group Inc.,6020 W HIGGINS AVE 1 D,60630
243439,12,1767196,FRANCISCO MARTINEZ,4100 S ASHLAND AVE,60609
251246,37,2333481,RALPHS GROCERY COMPANY,4821 W NORTH AVE 1,60639
309797,12,1766950,NOEMY E DURAN RAMOS,4100 S ASHLAND AVE OUTSIDE 182-183,60609
387082,25,2303709,J.O.T. Industries Inc.,1016 W JACKSON BLVD 1,60607
368839,18,2134343,TRP ACQUISITION INC,8027 S CICERO AVE FIRST,60652
25088,23,5315,FRANK A EDMUNDS & CO INC,6111 S SAYRE AVE 1ST,60638
325748,12,2212209,GUILLERMINA R. SILVA-REYNOSO,2847 W 21ST ST,60623
5273,16,14010,ALDI INC.,6025 S WESTERN AVE  1ST,60636
423859,17,2574380,RGC MAACO IL 05,6740-6756 S WESTERN AVE,60636
290202,12,1593330,IBIS LEMUS,4100 S ASHLAND AVE,60609
39056,3,54348,SOUTH SIDE AUTO PARTS,336 W 47TH ST 1ST,60609
454519,3,2636528,G DOCK LLC,1312 S WABASH AVE 1,60605
5273,16,13996,ALDI INC.,620 W 63RD ST,60621
368651,42,2133967,BERT GREEN,8 S MICHIGAN AVE 6 620,60603
26168,3,9657,YUNG SOON KIM,5401 S WENTWORTH AVE,60609
463898,47,2698708,ARIANNAG LLC,1756-1758 W LAWRENCE AVE,60640
367480,12,2125277,"CARNITAS,CHELAS AND CHICAS COMPANY #11",4171 S ARCHER AVE 1,60632
4279,11,9297,"BILL BABS, INC.",4403 S WALLACE ST 1ST,60609
362835,11,2216140,BUSY BEES INC.,3149-3155 S SHIELDS AVE 1ST & 2ND,60616
387553,39,2304747,C5 LTD.,5066 N KIMBERLY AVE 1ST A,60630
315470,12,1816203,NEDAL T. SALEH,4100 S ASHLAND AVE 1ST 841,60609
402890,25,2437850,"EL NUEVO TACONAZO, INC.,",2350 W CERMAK RD 1ST,60608
465605,11,2709292,LISA FEET SPA INC.,2604 S WENTWORTH AVE STOREFRONT,60616
6713,41,1926569,NATURAL ENERGY UNLIMITED OF CHICAGO LLC,11601 W TOUHY AVE  T3 H5,60666
45382,13,2162790,O.K. TRAVEL AGENCY INC.,5807 W 63RD ST 1ST,60638
344185,12,2684303,"MONTESSORI FOUNDATIONS OF CHICAGO, INC.",2239 W 35TH ST,60609
5273,34,1868821,ALDI INC.,821 W 115TH ST 1,60643
252340,12,1275162,JULIO MARTINEZ MIRANDA,4100 S ASHLAND AVE,60609
461257,47,2684218,HOANG QUANG LE,5002 N BROADWAY,60640
460350,42,2677684,"DMK HH, LLC",333 S WABASH AVE 1-2,60604
272912,11,2216496,"OSI INDUSTRIES, LLC",4545-4549 S RACINE AVE 1 - 2,60609
465583,39,2709248,"CCHWF HOLDINGS, INC.",6337 N KIRKWOOD AVE,60646
199,13,1062,EVA & Z INC,6158 W 63RD ST,60638
402966,20,2438017,EL CABRITO INC.,1659 W 47TH ST 1,60609
301796,12,1681108,JOSE A. LIZCANO,4100 S ASHLAND AVE,60609
253173,23,1276927,VAN XAO TAN,5813 S ARCHER AVE,60638
325633,23,1883547,"NICKY'S ON ARCHER, INC.",6142 S ARCHER AVE 1ST,60638
29637,15,22871,ADNAN EL HAJ,1842 W 47TH ST  MAIN,60609
253220,12,2206091,MANZO CONSTRUCTION INC,3747 S DAMEN AVE,60609
421686,25,2574356,SUPER TRANS LIMITED LIABILITY COMPANY,2455 S DAMEN AVE 1,60608
465091,29,2708448,SOLE COLLECTION LLC,5845 W MADISON ST,60644
40390,11,57745,"EAGLE PRODUCTS, INC.",3661 S IRON ST  1,60609
424340,43,2575471,"PEGGY SHAPIRO GRAPHIC DESIGN, INC.",2555 N CLARK ST  206,60614
310355,15,1767396,IRMA I. SEGURA,4602 S ASHLAND AVE 1,60609
229747,15,1222562,CHINA LAMP RESTAURANT,4603 S ASHLAND AVE # 1F,60609
315265,12,2757813,ANTONIO CALDERON,"4100 S ASHLAND AVE 1ST 600,455",60609
457686,31,2658588,STAR NUTRICION LLC,3148 N CENTRAL AVE 1ST,60634
368480,42,2133643,"CHAI TRUST COMPANY, LLC",400 W MADISON ST 6 600,60606
464875,42,2704148,"P.F. CHANG'S TO GO, LLC",213 W HUBBARD ST,60654
3086,23,3896,OBBIES PIZZA INC,6654 W ARCHER AVE 1ST,60638
403152,2,2442591,CRYO VENTURES LLC,1205 W WEBSTER AVE 1ST,60614
24027,23,331,ROGER PATRICK,6296 S ARCHER AVE 1ST,60638
16200,13,42496,PRISM CORPORATION,6901 W 59TH ST,60638
44375,16,2214253,JESSE LOPEZ INC,5435 S ASHLAND AVE 1ST,60609
309653,12,1767286,RAMON PADILLA DELGADO,4100 S ASHLAND AVE  13,60609
465614,42,2709316,AMG Pizza LLC,151 N MICHIGAN AVE MILLENNIUM STATION C-17,60601
403520,6,2443326,BEAUTY LINE LLC,123 E 75TH ST 1ST,60619
4617,11,10376,EVANS FOOD PRODUCTS CO.,4118 S HALSTED ST 1ST,60609
367979,43,2298648,"VANILLE, INC.",2108 N CLARK ST 1ST,60614
367395,2,2575500,LUXOTTICA OF AMERICA INC.,908 N STATE ST 1ST,60610
403190,2,2442696,BUDGET REFINISHERS INC.,942 N NOBLE ST 1ST,60642
465111,26,2708493,TROPICAL TASTE RESTAURANT INC.,3330 W NORTH AVE GROUNDLEVEL,60647
422813,42,2578419,JOE & THE JUICE ILLINOIS LLC,412 N WELLS ST,60654
31319,41,1621425,"EFIE'S CANTEEN, INC.",11601 W TOUHY AVE T-3 RND B,60666
326165,11,1884521,INSIK YOO,4666 S HALSTED ST,60609
4569,12,10145,TOTAL SWEETENERS INC,2234 W 43RD ST,60609
465611,31,2709302,Guider Real Estate Group LLC,5020 W BARRY AVE,60641
367395,1,2137298,LUXOTTICA OF AMERICA INC.,1538 N MILWAUKEE AVE 1ST,60622
8003,3,1742098,CONCESSION SERVICES INC,1723 S MICHIGAN AVE,60616
339787,11,2134702,"BIG KAHUNA SPORTS & UNIFORM, INC.",3509 S HALSTED ST 1ST,60609
214749,11,1223981,C & R EQUIPMENT SERVICE INC,3601-3611 S HALSTED ST,60609
402280,31,2432639,P & J GUAMAN CONSTRUCTION CORP.,4110 W GEORGE ST BSMT,60641
280867,23,1939047,THE SHRIMP SHACK INC.,6601 W ARCHER AVE 1ST,60638
424233,36,2575244,"NVP1WORLD ENTERTAINMENT, LLC",2843 N NATCHEZ AVE,60634
423858,42,2574785,PAC LEADERS LLC,222 W MERCHANDISE MART PLZ 12 1225,60654
27892,20,15831,LINDA ANN BROTHERS PERRYMAN,1044 W 51ST ST 1ST,60609
248799,15,1249273,CHICAGO'S ORIGINAL MAXWELL ST,5304 S WESTERN AVE,60609
387153,38,2304021,"Irving Park KKC, inc",5800 W IRVING PARK RD 1,60634
350212,12,2208633,AIRBUSTERS INCORPORATED,3810 S WINCHESTER AVE 1 1,60609
465142,33,2708582,"DMC 2901 BELMONT, LLC",2901 W BELMONT AVE 1ST,60618
46303,11,73743,HIGGINS BROTHERS INC,1428 W 37TH ST  1,60609
47118,11,75878,DISCOUNT HARDWARE & SUPPLY INC,601 W 47TH ST 1ST,60609
325799,13,2207749,"ANGELA'S CHARTER SERVICE, INC.",6344 S LONG AVE 2,60638
379854,42,2245990,"GINO'S EAST LA SALLE, LLC",500 N LA SALLE DR 1-3,60654
67717,41,80465,IBERIA LINEAS AEREAS DE ESPANA,11601 W TOUHY AVE TERM 3 O'HAR,60666
387333,47,2304314,"WESTERN MONTROSE, INC.",4346 N WESTERN AVE 1ST,60618
301309,12,1680000,CARMEN VINAS,4100 S ASHLAND AVE  45,60609
385049,44,2288725,BLAZE IL STORE 1 LLC,953 W BELMONT AVE 1,60657
403174,27,2442659,"AMERICAN MECHANICAL SOLUTIONS, INC.",2120 W LAKE ST 1ST,60612
37224,20,49430,DEVON CARTAGE & WAREHOUSE,1017 W 48TH ST  1ST,60609
367395,42,2574632,LUXOTTICA OF AMERICA INC.,520 N MICHIGAN AVE,60611
402457,45,2433079,FRANK J KOLODZIEJCZYK,6344 W GUNNISON ST 1ST,60630
51295,15,2214339,DOLORES REYES,4757 S WESTERN AVE  1,60609
422778,49,2564458,MERYEN CITY MOVING INC,1414 W DEVON AVE  1F,60660
366023,38,2114620,5353 PORTAGE LLC,5353 W IRVING PARK RD 1ST,60641
3861,23,7560,"DALLAS RESTAURANT, INC.",7050 W 63RD ST,60638
342443,15,2452289,"PARRAS AUTO ELECTRIC, INC.",4318 S WESTERN AVE 1ST,60609
89047,41,1093281,"BILLY GOAT IV, INC.",11601 W TOUHY AVE CONOURSE C TER O,60666
42501,23,63626,HARLEM & ARCHER CURRENCY EXC,5739 S HARLEM AVE  1ST,60638
325369,41,1879962,HUDSON NEWS O'HARE JOINT VENTURE,11601 W TOUHY AVE  2-G39A,60666
340517,11,2008956,"PARK PACKING OF CHICAGO, INC.",1544 W 41ST ST 1 ST,60609
465422,3,2708988,Fashion Geek Clothing LLC,1839 S STATE ST 1ST,60616
32839,13,2214080,AIRPORT AUTO REBUILDERS INC,4901 W 63RD ST 1ST,60638
292862,12,1618785,VICTORIA MUNOZ,4100 S ASHLAND AVE,60609
399868,30,2412659,"SLEEPING VILLAGE, INC.",3734-3738 W BELMONT AVE 1,60618
341811,23,1963436,"SOCIAL CONSULTING SERVICES, CORP.",6508 W ARCHER AVE 1,60638
424261,18,2575293,INTAX INC,8533 S PULASKI RD  #A,60652
465327,35,2708903,Provincia Coffee LLC,3432 W DIVERSEY AVE SECOND #1011,60647
27790,25,2404682,LIEN HOA FOOD CORP,817-841 W CERMAK RD,60608
6267,23,13441,SOLOFRA'S SIDELINE TAP INC,6822 W ARCHER AVE 1ST,60638
465198,18,2708671,PLATINUM PHOTO BOOTHS LLC,8213 S TALMAN AVE,60652
